#{"source_data": "2017-09-06", "update_frequency": "Hourly", "source_key": "FTS", "extract_date": "2017-09-06", "source_url": "https://fts.unocha.org"}
organization_id,organization_name,totalFunding,plan_id,plan_code,plan_name,countryCode
3049.0,World Food Programme,88649182,526,HSYR17,Syria Humanitarian Response Plan 2017,SYR
4611.0,IKEA Foundation,610890,526,HSYR17,Syria Humanitarian Response Plan 2017,SYR
1418.0,Qatar Charity,500000,526,HSYR17,Syria Humanitarian Response Plan 2017,SYR
3016.0,UNICEF National Committee/Finland,564604,526,HSYR17,Syria Humanitarian Response Plan 2017,SYR
4398.0,World Health Organization,1900000,526,HSYR17,Syria Humanitarian Response Plan 2017,SYR
5281.0,"Bulgaria, Government of",55991,526,HSYR17,Syria Humanitarian Response Plan 2017,SYR
2927.0,"Belgium, Government of",17615839,526,HSYR17,Syria Humanitarian Response Plan 2017,SYR
3774.0,"Italy, Government of",3115423,526,HSYR17,Syria Humanitarian Response Plan 2017,SYR
2652.0,"Malta, Government of",104605,526,HSYR17,Syria Humanitarian Response Plan 2017,SYR
3008.0,"Netherlands, Government of",11384946,526,HSYR17,Syria Humanitarian Response Plan 2017,SYR
3006.0,"Russian Federation, Government of",2000000,526,HSYR17,Syria Humanitarian Response Plan 2017,SYR
4546.0,"Austria, Government of",6973662,526,HSYR17,Syria Humanitarian Response Plan 2017,SYR
2976.0,"China, Government of",500000,526,HSYR17,Syria Humanitarian Response Plan 2017,SYR
5311.0,United Nations Mine Action Service,390000,526,HSYR17,Syria Humanitarian Response Plan 2017,SYR
4384.0,"Luxembourg, Government of",1112469,526,HSYR17,Syria Humanitarian Response Plan 2017,SYR
4311.0,UNICEF National Committee/Luxembourg,245027,526,HSYR17,Syria Humanitarian Response Plan 2017,SYR
2932.0,"Czech Republic, Government of",313969,526,HSYR17,Syria Humanitarian Response Plan 2017,SYR
,Not specified,66150150,526,HSYR17,Syria Humanitarian Response Plan 2017,SYR
8539.0,ACT Alliance / Norwegian Church Aid,1488539,526,HSYR17,Syria Humanitarian Response Plan 2017,SYR
2646.0,Swiss Development Cooperation/Swiss Humanitarian Aid,1897254,526,HSYR17,Syria Humanitarian Response Plan 2017,SYR
7967.0,American National Committee for UNRWA,102530,526,HSYR17,Syria Humanitarian Response Plan 2017,SYR
4845.0,"Iceland, Government of",440000,526,HSYR17,Syria Humanitarian Response Plan 2017,SYR
2934.0,UNICEF National Committee/Belgium,74310,526,HSYR17,Syria Humanitarian Response Plan 2017,SYR
4335.0,UNICEF National Committee/Denmark,960706,526,HSYR17,Syria Humanitarian Response Plan 2017,SYR
8124.0,Syrian Arab Republic Humanitarian Fund,249952,526,HSYR17,Syria Humanitarian Response Plan 2017,SYR
4849.0,"Kuwait, Government of",6000000,526,HSYR17,Syria Humanitarian Response Plan 2017,SYR
5300.0,UNICEF National Committee/Czech Republic,42703,526,HSYR17,Syria Humanitarian Response Plan 2017,SYR
3003.0,"Estonia, Government of",76503,526,HSYR17,Syria Humanitarian Response Plan 2017,SYR
3272.0,"Lithuania, Government of",21231,526,HSYR17,Syria Humanitarian Response Plan 2017,SYR
86.0,"Poland, Government of",1197433,526,HSYR17,Syria Humanitarian Response Plan 2017,SYR
4391.0,"Australia, Government of",3837299,526,HSYR17,Syria Humanitarian Response Plan 2017,SYR
8902.0,UNICEF Brazil,13855,526,HSYR17,Syria Humanitarian Response Plan 2017,SYR
3238.0,CARE International,469263,526,HSYR17,Syria Humanitarian Response Plan 2017,SYR
2723.0,Qatar Red Crescent Society,506008,526,HSYR17,Syria Humanitarian Response Plan 2017,SYR
8523.0,European Commission's Humanitarian Aid and Civil Protection Department,11456250,531,HUKR17,Ukraine Humanitarian Response Plan 2017,UKR
4314.0,"France, Government of",396175,531,HUKR17,Ukraine Humanitarian Response Plan 2017,UKR
4306.0,"Germany, Government of",10369093,531,HUKR17,Ukraine Humanitarian Response Plan 2017,UKR
2933.0,"United States of America, Government of",5337709,531,HUKR17,Ukraine Humanitarian Response Plan 2017,UKR
4543.0,Private (individuals & organizations),773995,531,HUKR17,Ukraine Humanitarian Response Plan 2017,UKR
4537.0,"Japan, Government of",2158426,531,HUKR17,Ukraine Humanitarian Response Plan 2017,UKR
2930.0,"Norway, Government of",2766186,531,HUKR17,Ukraine Humanitarian Response Plan 2017,UKR
1943.0,"Global Fund to Fight AIDS, Tuberculosis and Malaria",4302720,531,HUKR17,Ukraine Humanitarian Response Plan 2017,UKR
2966.0,European Commission,638004,531,HUKR17,Ukraine Humanitarian Response Plan 2017,UKR
2928.0,"Canada, Government of",3186594,531,HUKR17,Ukraine Humanitarian Response Plan 2017,UKR
3003.0,"Estonia, Government of",294056,531,HUKR17,Ukraine Humanitarian Response Plan 2017,UKR
3049.0,World Food Programme,3195549,531,HUKR17,Ukraine Humanitarian Response Plan 2017,UKR
2924.0,"Switzerland, Government of",458998,531,HUKR17,Ukraine Humanitarian Response Plan 2017,UKR
3778.0,UNICEF National Committee/Germany,483008,531,HUKR17,Ukraine Humanitarian Response Plan 2017,UKR
2896.0,UNICEF National Committee/Slovakia,21716,531,HUKR17,Ukraine Humanitarian Response Plan 2017,UKR
3774.0,"Italy, Government of",793651,531,HUKR17,Ukraine Humanitarian Response Plan 2017,UKR
,Not specified,720368,531,HUKR17,Ukraine Humanitarian Response Plan 2017,UKR
2921.0,"Sweden, Government of",1771814,531,HUKR17,Ukraine Humanitarian Response Plan 2017,UKR
8890.0,Pope for Ukraine,199335,531,HUKR17,Ukraine Humanitarian Response Plan 2017,UKR
3779.0,UNICEF National Committee/Japan,28284,542,HYEM17,Yemen Humanitarian Response Plan 2017,YEM
4337.0,UNICEF National Committee/France,565261,542,HYEM17,Yemen Humanitarian Response Plan 2017,YEM
4820.0,World Bank,77903821,542,HYEM17,Yemen Humanitarian Response Plan 2017,YEM
4543.0,Private (individuals & organizations),2945541,542,HYEM17,Yemen Humanitarian Response Plan 2017,YEM
4306.0,"Germany, Government of",85107112,542,HYEM17,Yemen Humanitarian Response Plan 2017,YEM
5315.0,UNICEF National Committee/United Kingdom,1039648,542,HYEM17,Yemen Humanitarian Response Plan 2017,YEM
8523.0,European Commission's Humanitarian Aid and Civil Protection Department,77524508,542,HYEM17,Yemen Humanitarian Response Plan 2017,YEM
2733.0,"Sri Lanka, Government of",1250,542,HYEM17,Yemen Humanitarian Response Plan 2017,YEM
4384.0,"Luxembourg, Government of",1061571,542,HYEM17,Yemen Humanitarian Response Plan 2017,YEM
2933.0,"United States of America, Government of",298976780,542,HYEM17,Yemen Humanitarian Response Plan 2017,YEM
2929.0,"Korea, Republic of, Government of",3500000,542,HYEM17,Yemen Humanitarian Response Plan 2017,YEM
4537.0,"Japan, Government of",40056073,542,HYEM17,Yemen Humanitarian Response Plan 2017,YEM
1418.0,Qatar Charity,5638139,542,HYEM17,Yemen Humanitarian Response Plan 2017,YEM
3003.0,"Estonia, Government of",32573,542,HYEM17,Yemen Humanitarian Response Plan 2017,YEM
2930.0,"Norway, Government of",16116999,542,HYEM17,Yemen Humanitarian Response Plan 2017,YEM
4762.0,Central Emergency Response Fund,25553107,542,HYEM17,Yemen Humanitarian Response Plan 2017,YEM
2924.0,"Switzerland, Government of",8451354,542,HYEM17,Yemen Humanitarian Response Plan 2017,YEM
4831.0,Arab Gulf Programme for United Nations Development Organizations,75000,542,HYEM17,Yemen Humanitarian Response Plan 2017,YEM
2921.0,"Sweden, Government of",25945253,542,HYEM17,Yemen Humanitarian Response Plan 2017,YEM
2928.0,"Canada, Government of",21573917,542,HYEM17,Yemen Humanitarian Response Plan 2017,YEM
2922.0,"Cyprus, Government of",11198,542,HYEM17,Yemen Humanitarian Response Plan 2017,YEM
2998.0,"Saudi Arabia (Kingdom of), Government of",58320344,542,HYEM17,Yemen Humanitarian Response Plan 2017,YEM
,Not specified,2746949,542,HYEM17,Yemen Humanitarian Response Plan 2017,YEM
2917.0,"United Kingdom, Government of",129348715,542,HYEM17,Yemen Humanitarian Response Plan 2017,YEM
3776.0,"Denmark, Government of",1443835,542,HYEM17,Yemen Humanitarian Response Plan 2017,YEM
4939.0,UNICEF National Committee/Iceland,132974,542,HYEM17,Yemen Humanitarian Response Plan 2017,YEM
3778.0,UNICEF National Committee/Germany,1458144,542,HYEM17,Yemen Humanitarian Response Plan 2017,YEM
3008.0,"Netherlands, Government of",12223389,542,HYEM17,Yemen Humanitarian Response Plan 2017,YEM
5295.0,"Finland, Government of",1600854,542,HYEM17,Yemen Humanitarian Response Plan 2017,YEM
4546.0,"Austria, Government of",1073111,542,HYEM17,Yemen Humanitarian Response Plan 2017,YEM
4389.0,Deutsche Welthungerhilfe e.V. (German Agro Action),401788,542,HYEM17,Yemen Humanitarian Response Plan 2017,YEM
2652.0,"Malta, Government of",147896,542,HYEM17,Yemen Humanitarian Response Plan 2017,YEM
2934.0,UNICEF National Committee/Belgium,840319,542,HYEM17,Yemen Humanitarian Response Plan 2017,YEM
3009.0,"Ireland, Government of",4332214,542,HYEM17,Yemen Humanitarian Response Plan 2017,YEM
4058.0,US Fund for UNICEF,190000,542,HYEM17,Yemen Humanitarian Response Plan 2017,YEM
2976.0,"China, Government of",7000000,542,HYEM17,Yemen Humanitarian Response Plan 2017,YEM
3774.0,"Italy, Government of",2721121,542,HYEM17,Yemen Humanitarian Response Plan 2017,YEM
8901.0,UNICEF Croatia,59849,542,HYEM17,Yemen Humanitarian Response Plan 2017,YEM
2919.0,UNICEF National Committee/Netherlands,2448978,542,HYEM17,Yemen Humanitarian Response Plan 2017,YEM
3016.0,UNICEF National Committee/Finland,483763,542,HYEM17,Yemen Humanitarian Response Plan 2017,YEM
3272.0,"Lithuania, Government of",21231,542,HYEM17,Yemen Humanitarian Response Plan 2017,YEM
2783.0,"Azerbaijan, Government of",75000,542,HYEM17,Yemen Humanitarian Response Plan 2017,YEM
4391.0,"Australia, Government of",2232143,542,HYEM17,Yemen Humanitarian Response Plan 2017,YEM
4314.0,"France, Government of",1663008,542,HYEM17,Yemen Humanitarian Response Plan 2017,YEM
5352.0,UNICEF National Committee/Canada,10290,542,HYEM17,Yemen Humanitarian Response Plan 2017,YEM
1504.0,Concern Worldwide,39416,542,HYEM17,Yemen Humanitarian Response Plan 2017,YEM
4539.0,UNICEF National Committee/Spain,213447,542,HYEM17,Yemen Humanitarian Response Plan 2017,YEM
87.0,"Qatar, Government of",1254699,542,HYEM17,Yemen Humanitarian Response Plan 2017,YEM
2927.0,"Belgium, Government of",9628702,542,HYEM17,Yemen Humanitarian Response Plan 2017,YEM
4335.0,UNICEF National Committee/Denmark,142922,542,HYEM17,Yemen Humanitarian Response Plan 2017,YEM
7814.0,Yemen Humanitarian Fund,4688294,542,HYEM17,Yemen Humanitarian Response Plan 2017,YEM
3006.0,"Russian Federation, Government of",1000000,542,HYEM17,Yemen Humanitarian Response Plan 2017,YEM
4829.0,"Slovenia, Government of",32573,542,HYEM17,Yemen Humanitarian Response Plan 2017,YEM
4611.0,IKEA Foundation,533618,542,HYEM17,Yemen Humanitarian Response Plan 2017,YEM
4844.0,"Hungary, Government of",437647,542,HYEM17,Yemen Humanitarian Response Plan 2017,YEM
5281.0,"Bulgaria, Government of",54289,542,HYEM17,Yemen Humanitarian Response Plan 2017,YEM
2932.0,"Czech Republic, Government of",203080,542,HYEM17,Yemen Humanitarian Response Plan 2017,YEM
2443.0,"Andorra, Government of",15924,542,HYEM17,Yemen Humanitarian Response Plan 2017,YEM
3049.0,World Food Programme,29425000,542,HYEM17,Yemen Humanitarian Response Plan 2017,YEM
2966.0,European Commission,3700000,542,HYEM17,Yemen Humanitarian Response Plan 2017,YEM
2921.0,"Sweden, Government of",7958797,529,HPSE17,occupied Palestinian territory 2017,PSE
110.0,Islamic Development Bank,1000000,529,HPSE17,occupied Palestinian territory 2017,PSE
4537.0,"Japan, Government of",9179900,529,HPSE17,occupied Palestinian territory 2017,PSE
5319.0,"Spain, Government of",2178665,529,HPSE17,occupied Palestinian territory 2017,PSE
2928.0,"Canada, Government of",11436801,529,HPSE17,occupied Palestinian territory 2017,PSE
8523.0,European Commission's Humanitarian Aid and Civil Protection Department,16098919,529,HPSE17,occupied Palestinian territory 2017,PSE
3774.0,"Italy, Government of",2915864,529,HPSE17,occupied Palestinian territory 2017,PSE
2933.0,"United States of America, Government of",110000000,529,HPSE17,occupied Palestinian territory 2017,PSE
,Not specified,2840287,529,HPSE17,occupied Palestinian territory 2017,PSE
86.0,"Poland, Government of",50351,529,HPSE17,occupied Palestinian territory 2017,PSE
2966.0,European Commission,479660,529,HPSE17,occupied Palestinian territory 2017,PSE
3006.0,"Russian Federation, Government of",2000000,529,HPSE17,occupied Palestinian territory 2017,PSE
2924.0,"Switzerland, Government of",5057544,529,HPSE17,occupied Palestinian territory 2017,PSE
4391.0,"Australia, Government of",1860119,529,HPSE17,occupied Palestinian territory 2017,PSE
4306.0,"Germany, Government of",30756711,529,HPSE17,occupied Palestinian territory 2017,PSE
4838.0,"Brazil, Government of",200000,529,HPSE17,occupied Palestinian territory 2017,PSE
4829.0,"Slovenia, Government of",53362,529,HPSE17,occupied Palestinian territory 2017,PSE
2930.0,"Norway, Government of",3009333,529,HPSE17,occupied Palestinian territory 2017,PSE
4314.0,"France, Government of",1502059,529,HPSE17,occupied Palestinian territory 2017,PSE
2927.0,"Belgium, Government of",3009082,529,HPSE17,occupied Palestinian territory 2017,PSE
3003.0,"Estonia, Government of",266809,529,HPSE17,occupied Palestinian territory 2017,PSE
3049.0,World Food Programme,1712000,529,HPSE17,occupied Palestinian territory 2017,PSE
3776.0,"Denmark, Government of",1992355,529,HPSE17,occupied Palestinian territory 2017,PSE
4337.0,UNICEF National Committee/France,266809,529,HPSE17,occupied Palestinian territory 2017,PSE
4543.0,Private (individuals & organizations),699391,529,HPSE17,occupied Palestinian territory 2017,PSE
4762.0,Central Emergency Response Fund,3204178,529,HPSE17,occupied Palestinian territory 2017,PSE
7967.0,American National Committee for UNRWA,231260,529,HPSE17,occupied Palestinian territory 2017,PSE
8888.0,Kuwait Fund for Arab Economic Development,4000000,529,HPSE17,occupied Palestinian territory 2017,PSE
2917.0,"United Kingdom, Government of",4000000,529,HPSE17,occupied Palestinian territory 2017,PSE
2998.0,"Saudi Arabia (Kingdom of), Government of",1000000,529,HPSE17,occupied Palestinian territory 2017,PSE
4819.0,"Turkey, Government of",500000,529,HPSE17,occupied Palestinian territory 2017,PSE
3008.0,"Netherlands, Government of",96148,529,HPSE17,occupied Palestinian territory 2017,PSE
3009.0,"Ireland, Government of",217155,529,HPSE17,occupied Palestinian territory 2017,PSE
